,dist,dx,dy,goal,player,team,x,y
4901,10.7738186823,9.135,-5.712,False,Arjen Robben,Bayern,95.865,43.792
4904,15.359789354,-8.715,12.648,False,Marc Bartra,Barcelona,8.715,23.936
4907,14.7868633929,2.625,-14.552,True,Arjen Robben,Bayern,102.375,45.22
4909,4.80712481635,-3.465,3.332,False,Marc Bartra,Barcelona,3.465,34.68
4913,9.67596692843,6.3,-7.344,False,Thomas Müller,Bayern,98.7,42.772
4922,0.68,0.0,0.68,True,Thomas Müller,Bayern,105.0,30.6
4932,32.9224740869,21.63,-24.82,False,Arjen Robben,Bayern,83.37,54.468
4934,26.8153285268,26.67,-2.788,False,Ángel Di María,Real Madrid,78.33,40.188
4937,12.7016258802,11.13,-6.12,False,Gonzalo Higuaín,Real Madrid,93.87,41.004
4941,26.006465523,25.515,-5.032,False,Ángel Di María,Real Madrid,79.485,33.32
4946,11.0185248105,10.815,-2.108,False,Cristiano Ronaldo,Real Madrid,94.185,38.488
4948,10.3253522942,-7.77,6.8,False,Robert Lewandowski,Dortmund,7.77,28.492
4955,10.3010036404,10.29,-0.476,False,Mesut Özil,Real Madrid,94.71,39.644
4962,20.1039415041,19.74,3.808,False,Cristiano Ronaldo,Real Madrid,85.26,24.616
4963,28.8418545867,28.14,6.324,False,Cristiano Ronaldo,Real Madrid,76.86,30.464
4968,13.1640960571,11.655,6.12,False,Robert Lewandowski,Dortmund,93.345,30.736
4973,7.20675523381,7.035,1.564,False,İlkay Gündoğan ,Dortmund,97.965,29.648
4977,10.675,9.555,-4.76,False,Robert Lewandowski,Dortmund,95.445,34.136
4984,13.3503792081,-11.865,-6.12,False,Cristiano Ronaldo,Real Madrid,11.865,38.148
4991,18.0218001598,-10.815,-14.416,False,Kaká,Real Madrid,10.815,43.316
4999,30.5094497001,-28.035,12.036,False,Sami Khedira,Real Madrid,28.035,24.208
5005,5.13739272394,-2.73,4.352,True,Karim Benzema,Real Madrid,2.73,32.096
5007,0.87831884871,-0.63,-0.612,False,Sergio Ramos,Real Madrid,0.63,36.38
5012,10.0822505424,-8.4,5.576,False,Sergio Ramos,Real Madrid,8.4,28.288
5015,20.3691629676,-17.22,10.88,False,Karim Benzema,Real Madrid,17.22,24.684
5017,15.5927290748,-9.66,-12.24,True,Sergio Ramos,Real Madrid,9.66,44.472
5019,13.098202014,-10.08,-8.364,False,Sergio Ramos,Real Madrid,10.08,37.468
5023,20.9981360125,-16.17,13.396,False,Jakub Błaszczykowski,Dortmund,16.17,21.76
5026,27.3783052982,-26.985,-4.624,False,Robert Lewandowski,Dortmund,26.985,40.188
5030,11.1390593858,-5.67,9.588,False,Jakub Błaszczykowski,Dortmund,5.67,26.52
5033,19.6669180097,-15.96,-11.492,False,Marco Reus,Dortmund,15.96,44.472
5036,15.9745202119,-12.18,-10.336,False,Sven Bender,Dortmund,12.18,45.424
5040,7.56910589172,2.31,-7.208,False,Mario Mandžukić,Bayern,102.69,41.956
5053,12.7456866822,1.575,-12.648,False,Arjen Robben,Bayern,103.425,47.6
5055,14.4162833282,-3.675,13.94,False,Robert Lewandowski,Dortmund,3.675,22.236
5057,10.4310929437,8.19,-6.46,False,Thomas Müller,Bayern,96.81,35.7
5061,14.8555107957,14.805,1.224,False,Arjen Robben,Bayern,90.195,32.572
5064,7.61857309475,-6.3,-4.284,False,Mario Mandžukić,Bayern,6.3,39.032
5074,8.41525780948,-2.31,8.092,True,Mario Mandžukić,Bayern,2.31,28.764
5077,16.8324593866,-2.835,16.592,False,Mario Mandžukić,Bayern,2.835,19.244
5088,27.4152338856,27.195,3.468,False,Kevin Grosskreutz,Dortmund,77.805,24.616
5089,11.4061562763,11.025,2.924,True,İlkay Gündoğan ,Dortmund,93.975,34.0
5092,19.3867427899,19.11,-3.264,False,Mats Hummels,Dortmund,85.89,36.244
5097,23.9510584317,-22.26,-8.84,False,David Alaba,Bayern,22.26,45.492
5102,18.3447802113,-2.625,18.156,False,Mario Mandžukić,Bayern,2.625,19.72
5104,20.3377757142,-19.215,6.664,False,Bastian Schweinsteiger,Bayern,19.215,27.54
5109,19.6360597117,-19.635,-0.204,False,Bastian Schweinsteiger,Bayern,19.635,32.028
5113,6.82995058547,-6.615,1.7,True,Arjen Robben,Bayern,6.615,34.748
5121,15.5112428902,10.92,11.016,False,Julian Schieber,Dortmund,94.08,20.536
